Run,Assay Type,BioProject,BioSample,Bytes,Center Name,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,Experiment,Instrument,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,Sample Name,SRA Study,Library Name,AvgSpotLen,Bases,Cultivar,geo_loc_name_country,geo_loc_name_country_continent,BioSampleModel,geo_loc_name,Collection_Date,Lat_Lon,Isolation_source,estimated_size,ploidy,BIOME,feature,Host,isol_growth_condt,material,nominal_length (run),num_replicons,propagation,ref_biomaterial,Run_ID (run),tissue,Age,Isolate,Ecotype,collected_by,BIOMATERIAL_PROVIDER,Development_stage,indexi7 (run),Plate_pos (run),PlateID (run),pool_name (run),RNAEXTLOC,RNAEXTMTHD,dev_stage,Genotype,treatment,Developmental_stage,sample_name,common_name,ENA-FIRST-PUBLIC (run),ENA-FIRST-PUBLIC,ENA-LAST-UPDATE (run),ENA-LAST-UPDATE,External_Id,INSDC_center_alias,INSDC_center_name,INSDC_first_public,INSDC_last_update,INSDC_status,Submitter_Id,Broker_name,organism_part,GEO_Accession (exp),source_name,replicate,Experiment,filename_1,filename_2,phenotype,strain,stress,sequencing_date,sequencing_provider,platform,growth_protocol,sample_title1,sample_title2,sample_type,sorghum_genotype,time_point,population,rip_antibody,height_or_length,irrigation_status,quality (run),forward_read_length (run),MD5_checksum1 (run),MD5_checksum2 (run),reverse_read_length (run),Cell_type,plant_strain,protocol,symbiotic_status,organism,sample_title,sex,temp,fungal_strain,plot,watering_regime,sub_species,Cell_line,CULTURE_COLLECTION,Description,disease,disease_stage,geographic_location_(country_and/or_sea),geographic_location_(latitude),geographic_location_(longitude),isolation_and_growth_condition,number_of_replicons,plant_developmental_stage,plant_growth_medium,plant_structure,sample_health_state,specimen_voucher,Accession,growth_condition,LIBRARY_STRAND (exp),stimulus,subspecies,tissue_biomaterial_provider
SRR10666431,OTHER,PRJNA582659,SAMN13168200,3276286370,JGI,public,"fastq,sra","gs,ncbi,s3","ncbi.public,gs.US,s3.us-east-1",SRX7345384,Illumina NovaSeq 6000,PAIRED,RT-PCR,TRANSCRIPTOMIC,Sorghum bicolor,ILLUMINA,2019-12-13T00:00:00Z,Gp0404798,SRP236520,GNYTA,302,10933669910,BTx642,uncalculated,uncalculated,MIGS.eu,missing,missing,missing,missing,missing,missing,missing,missing,not applicable,missing,missing,270,missing,missing,missing,12925,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR10666432,OTHER,PRJNA582697,SAMN13166600,3401356090,JGI,public,"fastq,sra","ncbi,gs,s3","ncbi.public,gs.US,s3.us-east-1",SRX7345383,Illumina NovaSeq 6000,PAIRED,RT-PCR,TRANSCRIPTOMIC,Sorghum bicolor,ILLUMINA,2019-12-13T00:00:00Z,Gp0404732,SRP236518,GNTUU,302,11451574844,BTx642,uncalculated,uncalculated,MIGS.eu,missing,missing,missing,missing,missing,missing,missing,missing,not applicable,missing,missing,270,missing,missing,missing,12903,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR10666433,OTHER,PRJNA582698,SAMN13167356,2493743957,JGI,public,"sra,fastq","ncbi,s3,gs","ncbi.public,s3.us-east-1,gs.US",SRX7345382,Illumina NovaSeq 6000,PAIRED,RT-PCR,TRANSCRIPTOMIC,Sorghum bicolor,ILLUMINA,2019-12-13T00:00:00Z,Gp0404733,SRP236519,GNTUW,302,8384587570,BTx642,uncalculated,uncalculated,MIGS.eu,missing,missing,missing,missing,missing,missing,missing,missing,not applicable,missing,missing,270,missing,missing,missing,12903,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR10666434,OTHER,PRJNA582696,SAMN13167933,3277687893,JGI,public,"fastq,sra","gs,s3,ncbi","gs.US,ncbi.public,s3.us-east-1",SRX7345381,Illumina NovaSeq 6000,PAIRED,RT-PCR,TRANSCRIPTOMIC,Sorghum bicolor,ILLUMINA,2019-12-13T00:00:00Z,Gp0404731,SRP236517,GNTUP,302,10966757332,BTx642,uncalculated,uncalculated,MIGS.eu,missing,missing,missing,missing,missing,missing,missing,missing,not applicable,missing,missing,270,missing,missing,missing,12903,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR10666435,OTHER,PRJNA582699,SAMN13167147,2940867802,JGI,public,"sra,fastq","ncbi,s3,gs","ncbi.public,gs.US,s3.us-east-1",SRX7345380,Illumina NovaSeq 6000,PAIRED,RT-PCR,TRANSCRIPTOMIC,Sorghum bicolor,ILLUMINA,2019-12-13T00:00:00Z,Gp0404734,SRP236516,GNTUZ,302,9871549802,BTx642,uncalculated,uncalculated,MIGS.eu,missing,missing,missing,missing,missing,missing,missing,missing,not applicable,missing,missing,270,missing,missing,missing,12903,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR10666436,OTHER,PRJNA582694,SAMN13168083,3516063376,JGI,public,"fastq,sra","gs,ncbi,s3","s3.us-east-1,ncbi.public,gs.US",SRX7345379,Illumina NovaSeq 6000,PAIRED,RT-PCR,TRANSCRIPTOMIC,Sorghum bicolor,ILLUMINA,2019-12-13T00:00:00Z,Gp0404729,SRP236515,GNTUG,302,11770199340,BTx642,uncalculated,uncalculated,MIGS.eu,missing,missing,missing,missing,missing,missing,missing,missing,not applicable,missing,missing,270,missing,missing,missing,12903,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR10666437,OTHER,PRJNA582693,SAMN13166523,3012648404,JGI,public,"sra,fastq","ncbi,s3,gs","ncbi.public,gs.US,s3.us-east-1",SRX7345378,Illumina NovaSeq 6000,PAIRED,RT-PCR,TRANSCRIPTOMIC,Sorghum bicolor,ILLUMINA,2019-12-13T00:00:00Z,Gp0404728,SRP236514,GNTUC,302,10069423524,BTx642,uncalculated,uncalculated,MIGS.eu,missing,missing,missing,missing,missing,missing,missing,missing,not applicable,missing,missing,270,missing,missing,missing,12903,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR10666438,OTHER,PRJNA582695,SAMN13166516,3435497851,JGI,public,"sra,fastq","ncbi,s3,gs","gs.US,s3.us-east-1,ncbi.public",SRX7345377,Illumina NovaSeq 6000,PAIRED,RT-PCR,TRANSCRIPTOMIC,Sorghum bicolor,ILLUMINA,2019-12-13T00:00:00Z,Gp0404730,SRP236513,GNTUO,302,11442168450,BTx642,uncalculated,uncalculated,MIGS.eu,missing,missing,missing,missing,missing,missing,missing,missing,not applicable,missing,missing,270,missing,missing,missing,12903,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR10666439,OTHER,PRJNA582505,SAMN13168077,2945618751,JGI,public,"fastq,sra","ncbi,s3,gs","gs.US,ncbi.public,s3.us-east-1",SRX7345376,Illumina NovaSeq 6000,PAIRED,RT-PCR,TRANSCRIPTOMIC,Sorghum bicolor,ILLUMINA,2019-12-13T00:00:00Z,Gp0404831,SRP236512,GNXWW,302,9643585102,BTx642,uncalculated,uncalculated,MIGS.eu,missing,missing,missing,missing,missing,missing,missing,missing,not applicable,missing,missing,270,missing,missing,missing,12911,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR10666440,OTHER,PRJNA582504,SAMN13166528,3966019972,JGI,public,"fastq,sra","gs,s3,ncbi","gs.US,ncbi.public,s3.us-east-1",SRX7345375,Illumina NovaSeq 6000,PAIRED,RT-PCR,TRANSCRIPTOMIC,Sorghum bicolor,ILLUMINA,2019-12-13T00:00:00Z,Gp0404830,SRP236511,GNXWT,302,13212400944,BTx642,uncalculated,uncalculated,MIGS.eu,missing,missing,missing,missing,missing,missing,missing,missing,not applicable,missing,missing,270,missing,missing,missing,12911,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR10666441,OTHER,PRJNA582503,SAMN13168078,2484750586,JGI,public,"fastq,sra","s3,gs","s3.us-east-1,gs.US",SRX7345374,Illumina NovaSeq 6000,PAIRED,RT-PCR,TRANSCRIPTOMIC,Sorghum bicolor,ILLUMINA,2019-12-13T00:00:00Z,Gp0404829,SRP236510,GNXWS,302,8249226036,BTx642,uncalculated,uncalculated,MIGS.eu,missing,missing,missing,missing,missing,missing,missing,missing,not applicable,missing,missing,270,missing,missing,missing,12911,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR10666442,OTHER,PRJNA582630,SAMN13168204,3123817783,JGI,public,"sra,fastq","s3,gs,ncbi","ncbi.public,s3.us-east-1,gs.US",SRX7345373,Illumina NovaSeq 6000,PAIRED,RT-PCR,TRANSCRIPTOMIC,Sorghum bicolor,ILLUMINA,2019-12-13T00:00:00Z,Gp0404769,SRP236509,GNUAS,302,10440394586,BTx642,uncalculated,uncalculated,MIGS.eu,missing,missing,missing,missing,missing,missing,missing,missing,not applicable,missing,missing,270,missing,missing,missing,12903,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR10666443,OTHER,PRJNA582657,SAMN13168201,2400563582,JGI,public,"sra,fastq","gs,s3,ncbi","gs.US,ncbi.public,s3.us-east-1",SRX7345372,Illumina NovaSeq 6000,PAIRED,RT-PCR,TRANSCRIPTOMIC,Sorghum bicolor,ILLUMINA,2019-12-13T00:00:00Z,Gp0404796,SRP236508,GNYSY,302,8139802980,BTx642,uncalculated,uncalculated,MIGS.eu,missing,missing,missing,missing,missing,missing,missing,missing,not applicable,missing,missing,270,missing,missing,missing,12925,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR10666444,OTHER,PRJNA582502,SAMN13168071,2823615031,JGI,public,"sra,fastq","ncbi,gs,s3","gs.US,ncbi.public,s3.us-east-1",SRX7345371,Illumina NovaSeq 6000,PAIRED,RT-PCR,TRANSCRIPTOMIC,Sorghum bicolor,ILLUMINA,2019-12-13T00:00:00Z,Gp0404828,SRP236507,GNXWO,302,9144673854,BTx642,uncalculated,uncalculated,MIGS.eu,missing,missing,missing,missing,missing,missing,missing,missing,not applicable,missing,missing,270,missing,missing,missing,12911,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR10666445,OTHER,PRJNA582628,SAMN13167150,2539332642,JGI,public,"sra,fastq","s3,ncbi,gs","s3.us-east-1,ncbi.public,gs.US",SRX7345370,Illumina NovaSeq 6000,PAIRED,RT-PCR,TRANSCRIPTOMIC,Sorghum bicolor,ILLUMINA,2019-12-13T00:00:00Z,Gp0404767,SRP236506,GNUAH,302,8289247378,BTx642,uncalculated,uncalculated,MIGS.eu,missing,missing,missing,missing,missing,missing,missing,missing,not applicable,missing,missing,270,missing,missing,missing,12903,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR10666446,OTHER,PRJNA582501,SAMN13167940,3017334144,JGI,public,"fastq,sra","s3,gs,ncbi","ncbi.public,gs.US,s3.us-east-1",SRX7345369,Illumina NovaSeq 6000,PAIRED,RT-PCR,TRANSCRIPTOMIC,Sorghum bicolor,ILLUMINA,2019-12-13T00:00:00Z,Gp0404827,SRP236505,GNXWH,302,10042448280,BTx642,uncalculated,uncalculated,MIGS.eu,missing,missing,missing,missing,missing,missing,missing,missing,not applicable,missing,missing,270,missing,missing,missing,12911,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR10666447,OTHER,PRJNA582627,SAMN13167151,2656850436,JGI,public,"fastq,sra","s3,ncbi,gs","ncbi.public,s3.us-east-1,gs.US",SRX7345368,Illumina NovaSeq 6000,PAIRED,RT-PCR,TRANSCRIPTOMIC,Sorghum bicolor,ILLUMINA,2019-12-13T00:00:00Z,Gp0404766,SRP236504,GNUAG,302,8891358368,BTx642,uncalculated,uncalculated,MIGS.eu,missing,missing,missing,missing,missing,missing,missing,missing,not applicable,missing,missing,270,missing,missing,missing,12903,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR10666448,OTHER,PRJNA582626,SAMN13167504,3980016365,JGI,public,"sra,fastq","s3,ncbi,gs","gs.US,ncbi.public,s3.us-east-1",SRX7345367,Illumina NovaSeq 6000,PAIRED,RT-PCR,TRANSCRIPTOMIC,Sorghum bicolor,ILLUMINA,2019-12-13T00:00:00Z,Gp0404765,SRP236503,GNUAA,302,13222085782,BTx642,uncalculated,uncalculated,MIGS.eu,missing,missing,missing,missing,missing,missing,missing,missing,not applicable,missing,missing,270,missing,missing,missing,12903,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR10666449,OTHER,PRJNA582610,SAMN13168205,3144759828,JGI,public,"sra,fastq","s3,gs","gs.US,s3.us-east-1",SRX7345366,Illumina NovaSeq 6000,PAIRED,RT-PCR,TRANSCRIPTOMIC,Sorghum bicolor,ILLUMINA,2019-12-13T00:00:00Z,Gp0404749,SRP236502,GNTXY,302,10458183896,BTx642,uncalculated,uncalculated,MIGS.eu,missing,missing,missing,missing,missing,missing,missing,missing,not applicable,missing,missing,270,missing,missing,missing,12903,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR10666450,OTHER,PRJNA582609,SAMN13168082,3518007545,JGI,public,"sra,fastq","s3,ncbi,gs","gs.US,ncbi.public,s3.us-east-1",SRX7345365,Illumina NovaSeq 6000,PAIRED,RT-PCR,TRANSCRIPTOMIC,Sorghum bicolor,ILLUMINA,2019-12-13T00:00:00Z,Gp0404748,SRP236500,GNTXX,302,11839666588,BTx642,uncalculated,uncalculated,MIGS.eu,missing,missing,missing,missing,missing,missing,missing,missing,not applicable,missing,missing,270,missing,missing,missing,12903,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR10666451,OTHER,PRJNA582688,SAMN13167941,1045068682,JGI,public,"fastq,sra","s3,ncbi,gs","ncbi.public,s3.us-east-1,gs.US",SRX7345364,Illumina NovaSeq 6000,PAIRED,RT-PCR,TRANSCRIPTOMIC,Sorghum bicolor,ILLUMINA,2019-12-12T00:00:00Z,Gp0404723,SRP236501,GNUPG,302,3388504024,BTx642,uncalculated,uncalculated,MIGS.eu,missing,missing,missing,missing,missing,missing,missing,missing,not applicable,missing,missing,270,missing,missing,missing,12925,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR10666452,OTHER,PRJNA582608,SAMN13167501,4337789307,JGI,public,"fastq,sra","gs,ncbi,s3","ncbi.public,s3.us-east-1,gs.US",SRX7345363,Illumina NovaSeq 6000,PAIRED,RT-PCR,TRANSCRIPTOMIC,Sorghum bicolor,ILLUMINA,2019-12-13T00:00:00Z,Gp0404747,SRP236499,GNTXT,302,14562737772,BTx642,uncalculated,uncalculated,MIGS.eu,missing,missing,missing,missing,missing,missing,missing,missing,not applicable,missing,missing,270,missing,missing,missing,12903,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR10666453,OTHER,PRJNA582607,SAMN13166613,2110462555,JGI,public,"fastq,sra","s3,ncbi,gs","ncbi.public,gs.US,s3.us-east-1",SRX7345362,Illumina NovaSeq 6000,PAIRED,RT-PCR,TRANSCRIPTOMIC,Sorghum bicolor,ILLUMINA,2019-12-13T00:00:00Z,Gp0404746,SRP236498,GNTXS,302,7035036848,BTx642,uncalculated,uncalculated,MIGS.eu,missing,missing,missing,missing,missing,missing,missing,missing,not applicable,missing,missing,270,missing,missing,missing,12903,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR10666454,OTHER,PRJNA582687,SAMN13166614,1709419357,JGI,public,"fastq,sra","ncbi,gs,s3","s3.us-east-1,ncbi.public,gs.US",SRX7345361,Illumina NovaSeq 6000,PAIRED,RT-PCR,TRANSCRIPTOMIC,Sorghum bicolor,ILLUMINA,2019-12-13T00:00:00Z,Gp0404722,SRP236497,GNUPC,302,5649021438,BTx642,uncalculated,uncalculated,MIGS.eu,missing,missing,missing,missing,missing,missing,missing,missing,not applicable,missing,missing,270,missing,missing,missing,12925,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR10666455,OTHER,PRJNA582606,SAMN13168221,3758971877,JGI,public,"fastq,sra","ncbi,s3,gs","s3.us-east-1,gs.US,ncbi.public",SRX7345360,Illumina NovaSeq 6000,PAIRED,RT-PCR,TRANSCRIPTOMIC,Sorghum bicolor,ILLUMINA,2019-12-13T00:00:00Z,Gp0404745,SRP236496,GNTXN,302,12493623730,BTx642,uncalculated,uncalculated,MIGS.eu,missing,missing,missing,missing,missing,missing,missing,missing,not applicable,missing,missing,270,missing,missing,missing,12903,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR10666456,OTHER,PRJNA582656,SAMN13166514,2422956304,JGI,public,"sra,fastq","gs,ncbi,s3","s3.us-east-1,gs.US,ncbi.public",SRX7345359,Illumina NovaSeq 6000,PAIRED,RT-PCR,TRANSCRIPTOMIC,Sorghum bicolor,ILLUMINA,2019-12-13T00:00:00Z,Gp0404795,SRP236495,GNYSS,302,8189838340,BTx642,uncalculated,uncalculated,MIGS.eu,missing,missing,missing,missing,missing,missing,missing,missing,not applicable,missing,missing,270,missing,missing,missing,12925,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR10666457,OTHER,PRJNA582605,SAMN13167505,4007988720,JGI,public,"fastq,sra","ncbi,s3,gs","s3.us-east-1,gs.US,ncbi.public",SRX7345358,Illumina NovaSeq 6000,PAIRED,RT-PCR,TRANSCRIPTOMIC,Sorghum bicolor,ILLUMINA,2019-12-13T00:00:00Z,Gp0404744,SRP236494,GNTXH,302,13308335170,BTx642,uncalculated,uncalculated,MIGS.eu,missing,missing,missing,missing,missing,missing,missing,missing,not applicable,missing,missing,270,missing,missing,missing,12903,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR10666458,OTHER,PRJNA582604,SAMN13167944,3715112972,JGI,public,"fastq,sra","ncbi,gs,s3","ncbi.public,gs.US,s3.us-east-1",SRX7345357,Illumina NovaSeq 6000,PAIRED,RT-PCR,TRANSCRIPTOMIC,Sorghum bicolor,ILLUMINA,2019-12-13T00:00:00Z,Gp0404743,SRP236493,GNTXB,302,12392749992,BTx642,uncalculated,uncalculated,MIGS.eu,missing,missing,missing,missing,missing,missing,missing,missing,not applicable,missing,missing,270,missing,missing,missing,12903,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR10666459,OTHER,PRJNA582603,SAMN13168206,4384551070,JGI,public,"fastq,sra","s3,gs,ncbi","gs.US,ncbi.public,s3.us-east-1",SRX7345356,Illumina NovaSeq 6000,PAIRED,RT-PCR,TRANSCRIPTOMIC,Sorghum bicolor,ILLUMINA,2019-12-13T00:00:00Z,Gp0404742,SRP236492,GNTXA,302,14655125914,BTx642,uncalculated,uncalculated,MIGS.eu,missing,missing,missing,missing,missing,missing,missing,missing,not applicable,missing,missing,270,missing,missing,missing,12903,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR10666460,OTHER,PRJNA582857,SAMN13166525,3414853182,JGI,public,"sra,fastq","gs,ncbi,s3","gs.US,s3.us-east-1,ncbi.public",SRX7345355,Illumina NovaSeq 6000,PAIRED,RT-PCR,TRANSCRIPTOMIC,Sorghum bicolor,ILLUMINA,2019-12-13T00:00:00Z,Gp0404680,SRP236491,GNUBS,302,11286214744,BTx642,uncalculated,uncalculated,MIGS.eu,missing,missing,missing,missing,missing,missing,missing,missing,not applicable,missing,missing,270,missing,missing,missing,12911,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR10666461,OTHER,PRJNA582858,SAMN13168211,3059902608,JGI,public,"sra,fastq","ncbi,gs,s3","s3.us-east-1,gs.US,ncbi.public",SRX7345354,Illumina NovaSeq 6000,PAIRED,RT-PCR,TRANSCRIPTOMIC,Sorghum bicolor,ILLUMINA,2019-12-13T00:00:00Z,Gp0404681,SRP236490,GNUBT,302,10106117430,BTx642,uncalculated,uncalculated,MIGS.eu,missing,missing,missing,missing,missing,missing,missing,missing,not applicable,missing,missing,270,missing,missing,missing,12911,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR10666465,OTHER,PRJNA582855,SAMN13167148,3636280609,JGI,public,"sra,fastq","s3,ncbi,gs","gs.US,ncbi.public,s3.us-east-1",SRX7345350,Illumina NovaSeq 6000,PAIRED,RT-PCR,TRANSCRIPTOMIC,Sorghum bicolor,ILLUMINA,2019-12-13T00:00:00Z,Gp0404678,SRP236485,GNUBH,302,12045881550,BTx642,uncalculated,uncalculated,MIGS.eu,missing,missing,missing,missing,missing,missing,missing,missing,not applicable,missing,missing,270,missing,missing,missing,12911,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR10666466,OTHER,PRJNA582856,SAMN13167494,2460132072,JGI,public,"fastq,sra","s3,ncbi,gs","ncbi.public,gs.US,s3.us-east-1",SRX7345349,Illumina NovaSeq 6000,PAIRED,RT-PCR,TRANSCRIPTOMIC,Sorghum bicolor,ILLUMINA,2019-12-13T00:00:00Z,Gp0404679,SRP236486,GNUBN,302,8022607048,BTx642,uncalculated,uncalculated,MIGS.eu,missing,missing,missing,missing,missing,missing,missing,missing,not applicable,missing,missing,270,missing,missing,missing,12911,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR10666467,OTHER,PRJNA582600,SAMN13168074,2544320247,JGI,public,"fastq,sra","s3,ncbi,gs","gs.US,s3.us-east-1,ncbi.public",SRX7345348,Illumina NovaSeq 6000,PAIRED,RT-PCR,TRANSCRIPTOMIC,Sorghum bicolor,ILLUMINA,2019-12-13T00:00:00Z,Gp0404739,SRP236484,GNTWS,302,8546169952,BTx642,uncalculated,uncalculated,MIGS.eu,missing,missing,missing,missing,missing,missing,missing,missing,not applicable,missing,missing,270,missing,missing,missing,12903,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR10666468,OTHER,PRJNA582703,SAMN13166599,2238113616,JGI,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX7345347,Illumina NovaSeq 6000,PAIRED,RT-PCR,TRANSCRIPTOMIC,Sorghum bicolor,ILLUMINA,2019-12-13T00:00:00Z,Gp0404738,SRP236483,GNTWP,302,7319071774,BTx642,uncalculated,uncalculated,MIGS.eu,missing,missing,missing,missing,missing,missing,missing,missing,not applicable,missing,missing,270,missing,missing,missing,12903,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR10666469,OTHER,PRJNA582601,SAMN13168207,3842362880,JGI,public,"fastq,sra","ncbi,s3,gs","s3.us-east-1,ncbi.public,gs.US",SRX7345346,Illumina NovaSeq 6000,PAIRED,RT-PCR,TRANSCRIPTOMIC,Sorghum bicolor,ILLUMINA,2019-12-13T00:00:00Z,Gp0404740,SRP236482,GNTWW,302,12803702834,BTx642,uncalculated,uncalculated,MIGS.eu,missing,missing,missing,missing,missing,missing,missing,missing,not applicable,missing,missing,270,missing,missing,missing,12903,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR10666470,OTHER,PRJNA582643,SAMN13167935,3872050209,JGI,public,"sra,fastq","gs,s3,ncbi","s3.us-east-1,ncbi.public,gs.US",SRX7345345,Illumina NovaSeq 6000,PAIRED,RT-PCR,TRANSCRIPTOMIC,Sorghum bicolor,ILLUMINA,2019-12-13T00:00:00Z,Gp0404782,SRP236481,GNYOY,302,12949453772,BTx642,uncalculated,uncalculated,MIGS.eu,missing,missing,missing,missing,missing,missing,missing,missing,not applicable,missing,missing,270,missing,missing,missing,12925,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
